70-source_text,target_text
70-3.71|004900000006000300030001:,0049000000050003027ef3
70-3.76|004a00000006000300030001:,004a000000050003027ecb
70-3.82|004b00000006000300030001:,004b000000050003027ecb
70-3.87|004c00000006000300030001:,004c000000050003027ed6
70-3.92|004d00000006000300030001:,004d000000050003027ed6
70-3.97|004e00000006000300030001:,004e000000050003027fff
70-4.02|004f00000006000300030001:,004f000000050003027fff
70-4.07|005000000006000300030001:,0050000000050003027fc5
70-4.12|005100000006000300030001:,0051000000050003027fc5
70-4.18|005200000006000300030001:,0052000000050003027ec1
70-4.23|005300000006000300030001:,0053000000050003027ec1
70-4.28|005400000006000300030001:,0054000000050003027e63
70-4.33|005500000006000300030001:,0055000000050003027e63
70-4.38|005600000006000300030001:,0056000000050003027fbc
70-4.43|005700000006000300030001:,0057000000050003027fbc
70-4.49|005800000006000300030001:,0058000000050003027fff
70-4.54|005900000006000300030001:,0059000000050003027fff
70-4.59|005a00000006000300030001:,005a000000050003027f98
70-4.64|005b00000006000300030001:,005b000000050003027f98
70-4.69|005c00000006000300030001:,005c000000050003027ebb
70-4.74|005d00000006000300030001:,005d000000050003027ebb
70-4.79|005e00000006000300030001:,005e000000050003027ed7
70-4.85|005f00000006000300030001:,005f000000050003027e9d
70-4.90|006000000006000300030001:,0060000000050003027e9d
70-4.95|006100000006000300030001:,0061000000050003027fff
70-5.00|006200000006000300030001:,0062000000050003027fff
70-5.05|006300000006000300030001:,0063000000050003027fa4
70-5.11|006400000006000300030001:,0064000000050003027fa4
70-5.16|006500000006000300030001:,0065000000050003027ed4
70-5.21|006600000006000300030001:,0066000000050003027ed4
70-5.27|006700000006000300030001:,0067000000050003027ee3
70-5.32|006800000006000300030001:,0068000000050003027ee3
70-5.37|006900000006000300030001:,0069000000050003027f9b
70-5.42|006a00000006000300030001:,006a000000050003027f9b
70-5.47|006b00000006000300030001:,006b000000050003027fff
70-5.52|006c00000006000300030001:,006c000000050003027fff
70-5.57|006d00000006000300030001:,006d000000050003027f60
70-5.62|006e00000006000300030001:,006e000000050003027f60
70-5.68|006f00000006000300030001:,006f000000050003027ec0
70-5.73|007000000006000300030001:,0070000000050003027ec0
70-5.78|007100000006000300030001:,0071000000050003027e9f
70-5.83|007200000006000300030001:,0072000000050003027e9f
70-5.88|007300000006000300030001:,0073000000050003027eb6
70-5.93|007400000006000300030001:,0074000000050003027eb6
70-5.98|007500000006000300030001:,0075000000050003027fff
70-6.04|007600000006000300030001:,0076000000050003027fff
70-6.09|007700000006000300030001:,0077000000050003027f90
70-6.14|007800000006000300030001:,0078000000050003027f90
70-6.19|007900000006000300030001:,0079000000050003027f14
70-6.24|007a00000006000300030001:,007a000000050003027f14
70-6.29|007b00000006000300030001:,007b000000050003027ecf
70-6.34|007c00000006000300030001:,007c000000050003027f88
70-6.40|007d00000006000300030001:,007d000000050003027f88
70-6.45|007e00000006000300030001:,007e000000050003027fff
70-6.50|007f00000006000300030001:,007f000000050003027fff
70-6.55|008000000006000300030001:,0080000000050003027f9c
70-6.60|008100000006000300030001:,0081000000050003027f9c
70-6.65|008200000006000300030001:,0082000000050003027f45
70-6.70|008300000006000300030001:,0083000000050003027f45
70-6.75|008400000006000300030001:,0084000000050003027e8b
70-6.80|008500000006000300030001:,0085000000050003027e8b
70-6.86|008600000006000300030001:,0086000000050003027ef2
70-6.91|008700000006000300030001:,0087000000050003027ef2
70-6.96|008800000006000300030001:,0088000000050003027fff
70-7.01|008900000006000300030001:,0089000000050003027fff
70-7.06|008a00000006000300030001:,008a000000050003027fac
70-7.11|008b00000006000300030001:,008b000000050003027fac
70-7.16|008c00000006000300030001:,008c000000050003027f7d
70-7.21|008d00000006000300030001:,008d000000050003027f7d
70-7.26|008e00000006000300030001:,008e000000050003027eec
70-7.32|008f00000006000300030001:,008f000000050003027eec
70-7.37|009000000006000300030001:,0090000000050003027f1f
70-7.42|009100000006000300030001:,0091000000050003027f1f
70-7.47|009200000006000300030001:,0092000000050003027fff
70-7.52|009300000006000300030001:,0093000000050003027fff
70-7.57|009400000006000300030001:,0094000000050003027fff
70-7.62|009500000006000300030001:,0095000000050003027fff
70-7.67|009600000006000300030001:,0096000000050003027f73
70-7.72|009700000006000300030001:,0097000000050003027f73
70-7.78|009800000006000300030001:,0098000000050003027f3e
70-7.83|009900000006000300030001:,0099000000050003027f3e
70-7.88|009a00000006000300030001:,009a000000050003027f55
70-7.93|009b00000006000300030001:,009b000000050003027f55
70-7.98|009c00000006000300030001:,009c000000050003027fff
70-8.03|009d00000006000300030001:,009d000000050003027fff
70-8.08|009e00000006000300030001:,009e000000050003027fff
70-8.13|009f00000006000300030001:,009f000000050003027fff
70-8.19|00a000000006000300030001:,00a0000000050003027fff
70-8.24|00a100000006000300030001:,00a1000000050003027fff
70-8.29|00a200000006000300030001:,00a2000000050003027ee2
70-8.34|00a300000006000300030001:,00a3000000050003027ee2
70-8.39|00a400000006000300030001:,00a4000000050003027f97
70-8.44|00a500000006000300030001:,00a5000000050003027f97
70-8.49|00a600000006000300030001:,00a6000000050003027fa3
70-8.55|00a700000006000300030001:,00a7000000050003027fff
70-8.60|00a800000006000300030001:,00a8000000050003027fff
70-8.65|00a900000006000300030001:,00a9000000050003027f66
70-8.70|00aa00000006000300030001:,00aa000000050003027f66
70-8.75|00ab00000006000300030001:,00ab000000050003027fdf
70-8.80|00ac00000006000300030001:,00ac000000050003027fdf
70-8.85|00ad00000006000300030001:,00ad000000050003027f56
70-8.90|00ae00000006000300030001:,00ae000000050003027f56
70-8.96|00af00000006000300030001:,00af000000050003027fce
70-9.01|00b000000006000300030001:,00b0000000050003027fce
70-9.06|00b100000006000300030001:,00b1000000050003027fff
70-9.11|00b200000006000300030001:,00b2000000050003027fff
70-9.16|00b300000006000300030001:,00b3000000050003027fff
70-9.21|00b400000006000300030001:,00b4000000050003027fff
70-9.26|00b500000006000300030001:,00b5000000050003027f24
70-9.31|00b600000006000300030001:,00b6000000050003027f24
70-9.37|00b700000006000300030001:,00b7000000050003027ee7
70-9.42|00b800000006000300030001:,00b8000000050003027ee7
70-9.47|00b900000006000300030001:,00b9000000050003027ebf
70-9.52|00ba00000006000300030001:,00ba000000050003027ebf
70-9.57|00bb00000006000300030001:,00bb000000050003027eca
70-9.62|00bc00000006000300030001:,00bc000000050003027eca
70-9.67|00bd00000006000300030001:,00bd000000050003027f62
70-9.72|00be00000006000300030001:,00be000000050003027f62
70-9.78|00bf00000006000300030001:,00bf000000050003027f9a
70-9.83|00c000000006000300030001:,00c0000000050003027f9a
70-9.88|00c100000006000300030001:,00c1000000050003027f36
70-9.93|00c200000006000300030001:,00c2000000050003027f36
70-9.98|00c300000006000300030001:,00c3000000050003027f29
70-10.03|00c400000006000300030001:,00c4000000050003027f29
70-10.08|00c500000006000300030001:,00c5000000050003027fff
70-10.13|00c600000006000300030001:,00c6000000050003027fff
70-10.18|00c700000006000300030001:,00c7000000050003027fff
70-10.23|00c800000006000300030001:,00c8000000050003027fff
70-10.29|00c900000006000300030001:,00c9000000050003027ef8
70-10.34|00ca00000006000300030001:,00ca000000050003027ef8
70-10.39|00cb00000006000300030001:,00cb000000050003027ebb
70-10.44|00cc00000006000300030001:,00cc000000050003027ebb
70-10.49|00cd00000006000300030001:,00cd000000050003027e86
70-10.54|00ce00000006000300030001:,00ce000000050003027e86
70-10.59|00cf00000006000300030001:,00cf000000050003027f90
70-10.64|00d000000006000300030001:,00d0000000050003027fff
70-10.69|00d100000006000300030001:,00d1000000050003027fff
70-10.75|00d200000006000300030001:,00d2000000050003027f54
70-10.80|00d300000006000300030001:,00d3000000050003027f54
70-10.85|00d400000006000300030001:,00d4000000050003027e98
70-10.90|00d500000006000300030001:,00d5000000050003027e98
70-10.95|00d600000006000300030001:,00d6000000050003027e93
70-11.00|00d700000006000300030001:,00d7000000050003027e93
70-11.05|00d800000006000300030001:,00d8000000050003027f4b
70-11.10|00d900000006000300030001:,00d9000000050003027f4b
70-11.16|00da00000006000300030001:,00da000000050003027fff
70-11.21|00db00000006000300030001:,00db000000050003027fff
70-11.26|00dc00000006000300030001:,00dc000000050003027f6c
70-11.31|00dd00000006000300030001:,00dd000000050003027f6c
70-11.36|00de00000006000300030001:,00de000000050003027ed8
70-11.41|00df00000006000300030001:,00df000000050003027ed8
70-11.46|00e000000006000300030001:,00e0000000050003027eab
70-11.52|00e100000006000300030001:,00e1000000050003027eab
70-11.57|00e200000006000300030001:,00e2000000050003027ec2
70-11.62|00e300000006000300030001:,00e3000000050003027ec2
70-11.67|00e400000006000300030001:,00e4000000050003027fff
70-11.72|00e500000006000300030001:,00e5000000050003027fff
70-11.77|00e600000006000300030001:,00e6000000050003027f9c
70-11.82|00e700000006000300030001:,00e7000000050003027f9c
70-11.87|00e800000006000300030001:,00e8000000050003027f61
70-11.93|00e900000006000300030001:,00e9000000050003027f61
70-11.98|00ea00000006000300030001:,00ea000000050003027edc
70-12.03|00eb00000006000300030001:,00eb000000050003027edc
70-12.08|00ec00000006000300030001:,00ec000000050003027ef3
70-12.13|00ed00000006000300030001:,00ed000000050003027ef3
70-12.18|00ee00000006000300030001:,00ee000000050003027fff
70-12.23|00ef00000006000300030001:,00ef000000050003027fff
70-12.29|00f000000006000300030001:,00f0000000050003027fd8
70-12.34|00f100000006000300030001:,00f1000000050003027fd8
70-12.39|00f200000006000300030001:,00f2000000050003027f4c
70-12.44|00f300000006000300030001:,00f3000000050003027f4c
70-12.49|00f400000006000300030001:,00f4000000050003027ec6
70-12.54|00f500000006000300030001:,00f5000000050003027ec6
70-12.59|00f600000006000300030001:,00f6000000050003027f2d
70-12.64|00f700000006000300030001:,00f7000000050003027f2d
70-12.69|00f800000006000300030001:,00f8000000050003027fff
70-12.74|00f900000006000300030001:,00f9000000050003027fff
70-12.80|00fa00000006000300030001:,00fa000000050003027fff
70-12.85|00fb00000006000300030001:,00fb000000050003027fe8
70-12.90|00fc00000006000300030001:,00fc000000050003027fe8
70-12.95|00fd00000006000300030001:,00fd000000050003027f3f
70-13.00|00fe00000006000300030001:,00fe000000050003027f3f
70-13.05|00ff00000006000300030001:,00ff000000050003027f56
70-13.10|010000000006000300030001:,0100000000050003027f56
70-13.16|010100000006000300030001:,0101000000050003027fff
70-13.21|010200000006000300030001:,0102000000050003027fff
70-13.26|010300000006000300030001:,0103000000050003027f80
70-13.31|010400000006000300030001:,0104000000050003027f80
70-13.36|010500000006000300030001:,0105000000050003027ee8
70-13.41|010600000006000300030001:,0106000000050003027ee8
70-13.46|010700000006000300030001:,0107000000050003027ebf
70-13.52|010800000006000300030001:,0108000000050003027ebf
70-13.57|010900000006000300030001:,0109000000050003027e85
70-13.62|010a00000006000300030001:,010a000000050003027e85
70-13.67|010b00000006000300030001:,010b000000050003027f7e
70-13.72|010c00000006000300030001:,010c000000050003027f7e
70-13.77|010d00000006000300030001:,010d000000050003027ff7
70-13.82|010e00000006000300030001:,010e000000050003027ff7
70-13.88|010f00000006000300030001:,010f000000050003027fff
70-13.93|011000000006000300030001:,0110000000050003027fff
70-13.98|011100000006000300030001:,0111000000050003027ef6
70-14.03|011200000006000300030001:,0112000000050003027ef6
70-14.08|011300000006000300030001:,0113000000050003027ebc
70-14.14|011400000006000300030001:,0114000000050003027ebc
70-14.19|011500000006000300030001:,0115000000050003027fff
70-14.24|011600000006000300030001:,0116000000050003027fff
70-14.29|011700000006000300030001:,0117000000050003027fbc
70-14.34|011800000006000300030001:,0118000000050003027fbc
70-14.39|011900000006000300030001:,0119000000050003027f1c
70-14.44|011a00000006000300030001:,011a000000050003027f1c
70-14.49|011b00000006000300030001:,011b000000050003027f9d
70-14.54|011c00000006000300030001:,011c000000050003027f14
70-14.60|011d00000006000300030001:,011d000000050003027f14
70-14.65|011e00000006000300030001:,011e000000050003027f5b
70-14.70|011f00000006000300030001:,011f000000050003027f5b
70-14.75|012000000006000300030001:,0120000000050003027fff
70-14.80|012100000006000300030001:,0121000000050003027fff
70-14.85|012200000006000300030001:,0122000000050003027fff
70-14.90|012300000006000300030001:,0123000000050003027fff
70-14.95|012400000006000300030001:,0124000000050003027f24
70-15.00|012500000006000300030001:,0125000000050003027f24
70-15.05|012600000006000300030001:,0126000000050003027ee7
70-15.11|012700000006000300030001:,0127000000050003027ee7
70-15.16|012800000006000300030001:,0128000000050003027ffe
70-15.21|012900000006000300030001:,0129000000050003027ffe
70-15.26|012a00000006000300030001:,012a000000050003027f6e
70-15.31|012b00000006000300030001:,012b000000050003027f6e
70-15.36|012c00000006000300030001:,012c000000050003027f67
70-15.41|012d00000006000300030001:,012d000000050003027f67
70-15.47|012e00000006000300030001:,012e000000050003027f9f
70-15.52|012f00000006000300030001:,012f000000050003027f9f
70-15.57|013000000006000300030001:,0130000000050003027f47
70-15.62|013100000006000300030001:,0131000000050003027f47
70-15.67|013200000006000300030001:,0132000000050003027f2e
70-15.73|013300000006000300030001:,0133000000050003027f2e
70-15.78|013400000006000300030001:,0134000000050003027fe6
70-15.83|013500000006000300030001:,0135000000050003027fe6
70-15.88|013600000006000300030001:,0136000000050003027fff
70-15.93|013700000006000300030001:,0137000000050003027fff
70-15.98|013800000006000300030001:,0138000000050003027f98
70-16.03|013900000006000300030001:,0139000000050003027f98
70-16.09|013a00000006000300030001:,013a000000050003027edc
70-16.14|013b00000006000300030001:,013b000000050003027edc
70-16.19|013c00000006000300030001:,013c000000050003027ed7
70-16.24|013d00000006000300030001:,013d000000050003027ed7
70-16.29|013e00000006000300030001:,013e000000050003027f8f
70-16.34|013f00000006000300030001:,013f000000050003027fff
70-16.40|014000000006000300030001:,0140000000050003027fff
70-16.45|014100000006000300030001:,0141000000050003027fff
70-16.50|014200000006000300030001:,0142000000050003027fff
70-16.55|014300000006000300030001:,0143000000050003027f36
70-16.60|014400000006000300030001:,0144000000050003027f36
70-16.65|014500000006000300030001:,0145000000050003027f3d
70-16.70|014600000006000300030001:,0146000000050003027f3d
70-16.76|014700000006000300030001:,0147000000050003027ff6
70-16.81|014800000006000300030001:,0148000000050003027ff6
70-16.86|014900000006000300030001:,0149000000050003027fff
70-16.91|014a00000006000300030001:,014a000000050003027fff
70-16.96|014b00000006000300030001:,014b000000050003027fe0
70-17.01|014c00000006000300030001:,014c000000050003027fe0
70-17.07|014d00000006000300030001:,014d000000050003027f48
70-17.12|014e00000006000300030001:,014e000000050003027f48
70-17.17|014f00000006000300030001:,014f000000050003027f1f
70-17.22|015000000006000300030001:,0150000000050003027f1f
70-17.27|015100000006000300030001:,0151000000050003027f36
70-17.32|015200000006000300030001:,0152000000050003027f36
70-17.37|015300000006000300030001:,0153000000050003027fff
70-17.42|015400000006000300030001:,0154000000050003027fff
70-17.48|015500000006000300030001:,0155000000050003027fa4
70-17.53|015600000006000300030001:,0156000000050003027fa4
70-17.58|015700000006000300030001:,0157000000050003027f18
70-17.63|015800000006000300030001:,0158000000050003027f18
70-17.68|015900000006000300030001:,0159000000050003027ee3
70-17.73|015a00000006000300030001:,015a000000050003027ee3
70-17.79|015b00000006000300030001:,015b000000050003027efa
70-17.84|015c00000006000300030001:,015c000000050003027efa
70-17.89|015d00000006000300030001:,015d000000050003027fff
70-17.94|015e00000006000300030001:,015e000000050003027fff
70-17.99|015f00000006000300030001:,015f000000050003027f80
70-18.04|016000000006000300030001:,0160000000050003027f80
70-18.09|016100000006000300030001:,0161000000050003027ef4
70-18.15|016200000006000300030001:,0162000000050003027ebf
70-18.20|016300000006000300030001:,0163000000050003027ebf
70-18.25|016400000006000300030001:,0164000000050003027ed6
70-18.30|016500000006000300030001:,0165000000050003027ed6
70-18.35|016600000006000300030001:,0166000000050003027fff
70-18.40|016700000006000300030001:,0167000000050003027fff
70-18.45|016800000006000300030001:,0168000000050003027fff
70-18.50|016900000006000300030001:,0169000000050003027fff
70-18.56|016a00000006000300030001:,016a000000050003027f23
70-18.61|016b00000006000300030001:,016b000000050003027f23
70-18.66|016c00000006000300030001:,016c000000050003027f06
70-18.71|016d00000006000300030001:,016d000000050003027f06
70-18.76|016e00000006000300030001:,016e000000050003027f05
70-18.81|016f00000006000300030001:,016f000000050003027f05
70-18.86|017000000006000300030001:,0170000000050003027fff
70-18.91|017100000006000300030001:,0171000000050003027fff
70-18.97|017200000006000300030001:,0172000000050003027fc5
70-19.02|017300000006000300030001:,0173000000050003027fc5
70-19.07|017400000006000300030001:,0174000000050003027edd
70-19.12|017500000006000300030001:,0175000000050003027edd
70-19.17|017600000006000300030001:,0176000000050003027eb4
70-19.22|017700000006000300030001:,0177000000050003027eb4
70-19.27|017800000006000300030001:,0178000000050003027e7a
70-19.32|017900000006000300030001:,0179000000050003027e7a
70-19.37|017a00000006000300030001:,017a000000050003027f7f
70-19.43|017b00000006000300030001:,017b000000050003027f7f
70-19.48|017c00000006000300030001:,017c000000050003027fec
70-19.53|017d00000006000300030001:,017d000000050003027fec
70-19.58|017e00000006000300030001:,017e000000050003027f6c
70-19.63|017f00000006000300030001:,017f000000050003027f6c
70-19.68|018000000006000300030001:,0180000000050003027f2b
70-19.73|018100000006000300030001:,0181000000050003027f2b
70-19.78|018200000006000300030001:,0182000000050003027ef1
70-19.84|018300000006000300030001:,0183000000050003027ef1
70-19.89|018400000006000300030001:,0184000000050003027fff
70-19.94|018500000006000300030001:,0185000000050003027fff
70-19.99|018600000006000300030001:,0186000000050003027f60
70-20.04|018700000006000300030001:,0187000000050003027f60
70-20.09|018800000006000300030001:,0188000000050003027ec0
70-20.14|018900000006000300030001:,0189000000050003027f41
70-20.19|018a00000006000300030001:,018a000000050003027f41
70-20.25|018b00000006000300030001:,018b000000050003027e67
70-20.30|018c00000006000300030001:,018c000000050003027e67
70-20.35|018d00000006000300030001:,018d000000050003027f7c
70-20.40|018e00000006000300030001:,018e000000050003027f7c
70-20.45|018f00000006000300030001:,018f000000050003027fd9
70-20.50|019000000006000300030001:,0190000000050003027fd9
70-20.55|019100000006000300030001:,0191000000050003027fff
70-20.60|019200000006000300030001:,0192000000050003027fff
70-20.65|019300000006000300030001:,0193000000050003027e82
70-20.71|019400000006000300030001:,0194000000050003027e82
70-20.76|019500000006000300030001:,0195000000050003027e91
70-20.81|019600000006000300030001:,0196000000050003027e91
70-20.86|019700000006000300030001:,0197000000050003027ff7
70-20.92|019800000006000300030001:,0198000000050003027ff7
70-20.97|019900000006000300030001:,0199000000050003027fbd
70-21.02|019a00000006000300030001:,019a000000050003027fbd
70-21.07|019b00000006000300030001:,019b000000050003027fde
70-21.12|019c00000006000300030001:,019c000000050003027fde
70-21.17|019d00000006000300030001:,019d000000050003027ff0
70-21.23|019e00000006000300030001:,019e000000050003027ff0
70-21.28|019f00000006000300030001:,019f000000050003027f84
70-21.33|01a000000006000300030001:,01a0000000050003027f84
70-21.38|01a100000006000300030001:,01a1000000050003027f2f
70-21.43|01a200000006000300030001:,01a2000000050003027f2f
70-21.48|01a300000006000300030001:,01a3000000050003027fe7
70-21.53|01a400000006000300030001:,01a4000000050003027fe7
70-21.59|01a500000006000300030001:,01a5000000050003027fff
70-21.64|01a600000006000300030001:,01a6000000050003027fff
70-21.69|01a700000006000300030001:,01a7000000050003027fec
70-21.74|01a800000006000300030001:,01a8000000050003027fec
70-21.79|01a900000006000300030001:,01a9000000050003027f60
70-21.84|01aa00000006000300030001:,01aa000000050003027f60
70-21.89|01ab00000006000300030001:,01ab000000050003027fbd
70-21.95|01ac00000006000300030001:,01ac000000050003027fe5
70-22.00|01ad00000006000300030001:,01ad000000050003027fe5
70-22.05|01ae00000006000300030001:,01ae000000050003027fff
70-22.10|01af00000006000300030001:,01af000000050003027fff
70-22.15|01b000000006000300030001:,01b0000000050003027fa4
70-22.20|01b100000006000300030001:,01b1000000050003027fa4
70-22.25|01b200000006000300030001:,01b2000000050003027f69
70-22.30|01b300000006000300030001:,01b3000000050003027f69
70-22.35|01b400000006000300030001:,01b4000000050003027ee4
70-22.41|01b500000006000300030001:,01b5000000050003027ee4
70-22.46|01b600000006000300030001:,01b6000000050003027efb
70-22.51|01b700000006000300030001:,01b7000000050003027efb
70-22.56|01b800000006000300030001:,01b8000000050003027fff
70-22.61|01b900000006000300030001:,01b9000000050003027fff
70-22.67|01ba00000006000300030001:,01ba000000050003027f74
70-22.72|01bb00000006000300030001:,01bb000000050003027f74
70-22.77|01bc00000006000300030001:,01bc000000050003027ee8
70-22.82|01bd00000006000300030001:,01bd000000050003027ee8
70-22.87|01be00000006000300030001:,01be000000050003027ebf
70-22.92|01bf00000006000300030001:,01bf000000050003027ebf
70-22.97|01c000000006000300030001:,01c0000000050003027eca
70-23.03|01c100000006000300030001:,01c1000000050003027eca
70-23.08|01c200000006000300030001:,01c2000000050003027fff
70-23.13|01c300000006000300030001:,01c3000000050003027fff
70-23.18|01c400000006000300030001:,01c4000000050003027fd1
70-23.23|01c500000006000300030001:,01c5000000050003027fd1
70-23.29|01c600000006000300030001:,01c6000000050003027ef5
70-23.34|01c700000006000300030001:,01c7000000050003027ef5
70-23.39|01c800000006000300030001:,01c8000000050003027ec0
70-23.44|01c900000006000300030001:,01c9000000050003027ec0
70-23.49|01ca00000006000300030001:,01ca000000050003027ed7
70-23.54|01cb00000006000300030001:,01cb000000050003027ed7
70-23.59|01cc00000006000300030001:,01cc000000050003027fff
70-23.64|01cd00000006000300030001:,01cd000000050003027fc5
70-23.70|01ce00000006000300030001:,01ce000000050003027fc5
70-23.75|01cf00000006000300030001:,01cf000000050003027edd
70-23.80|01d000000006000300030001:,01d0000000050003027edd
70-23.85|01d100000006000300030001:,01d1000000050003027eb4
70-23.90|01d200000006000300030001:,01d2000000050003027eb4
70-23.95|01d300000006000300030001:,01d3000000050003027e7a
70-24.00|01d400000006000300030001:,01d4000000050003027e7a
70-24.05|01d500000006000300030001:,01d5000000050003027fff
70-24.11|01d600000006000300030001:,01d6000000050003027fff
70-24.16|01d700000006000300030001:,01d7000000050003027f98
70-24.21|01d800000006000300030001:,01d8000000050003027f98
70-24.26|01d900000006000300030001:,01d9000000050003027ec8
70-24.31|01da00000006000300030001:,01da000000050003027ec8
70-24.36|01db00000006000300030001:,01db000000050003027ed7
70-24.42|01dc00000006000300030001:,01dc000000050003027ed7
70-24.47|01dd00000006000300030001:,01dd000000050003027e9d
70-24.52|01de00000006000300030001:,01de000000050003027e9d
70-24.57|01df00000006000300030001:,01df000000050003027fff
70-24.62|01e000000006000300030001:,01e0000000050003027fff
70-24.67|01e100000006000300030001:,01e1000000050003027ff5
70-24.72|01e200000006000300030001:,01e2000000050003027ff5
70-24.78|01e300000006000300030001:,01e3000000050003027f56
70-24.83|01e400000006000300030001:,01e4000000050003027f56
70-24.88|01e500000006000300030001:,01e5000000050003027f86
70-24.93|01e600000006000300030001:,01e6000000050003027f86
70-24.98|01e700000006000300030001:,01e7000000050003027efd
70-25.03|01e800000006000300030001:,01e8000000050003027efd
70-25.08|01e900000006000300030001:,01e9000000050003027fff
70-25.13|01ea00000006000300030001:,01ea000000050003027fff
70-25.18|01eb00000006000300030001:,01eb000000050003027f9c
70-25.24|01ec00000006000300030001:,01ec000000050003027f9c
70-25.29|01ed00000006000300030001:,01ed000000050003027f20
70-25.34|01ee00000006000300030001:,01ee000000050003027f20
70-25.39|01ef00000006000300030001:,01ef000000050003027edb
70-25.44|01f000000006000300030001:,01f0000000050003027edb
70-25.49|01f100000006000300030001:,01f1000000050003027f0b
70-25.54|01f200000006000300030001:,01f2000000050003027fff
70-25.60|01f300000006000300030001:,01f3000000050003027fff
70-25.65|01f400000006000300030001:,01f4000000050003027f9c
70-25.70|01f500000006000300030001:,01f5000000050003027f9c
70-25.75|01f600000006000300030001:,01f6000000050003027f39
70-25.80|01f700000006000300030001:,01f7000000050003027f39
70-25.85|01f800000006000300030001:,01f8000000050003027fce
70-25.90|01f900000006000300030001:,01f9000000050003027fce
70-25.96|01fa00000006000300030001:,01fa000000050003027f25
70-26.01|01fb00000006000300030001:,01fb000000050003027f25
70-26.06|01fc00000006000300030001:,01fc000000050003027f0c
